article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,,VER,Panama,,,
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,,VER,Trinidad and Tobago,,,
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,,VER,United States,,,
211,Population genetic structure and connectivity in the widespread coral-reef fish Abudefduf saxatilis: the role of historic and contemporary factors,CORAL REEFS,2017,1,10.1007/s00338-017-1579-4,Field-based,"Inst Ecol AC, Red Biol Evolut, Carretera Antigua Coatepec 351, Xalapa 91070, Veracruz, Univ Michoacana San Nicola Hidalgo, Fac Biol, Lab Biol Acuat, Edificio R Planta Baja,Ciudad Univ, Morelia 58030, Michoacan",Mexico,,VER,Venezuela (Bolivarian Republic of),,,
215,Benthic Crustacea from tropical and temperate reef locations: differences in assemblages and their relationship with habitat structure,CORAL REEFS,2017,1,10.1007/s00338-017-1588-3,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld, James Cook Univ, Coll Sci & Engn, Townsville, Qld",Australia,,TSV,New Zealand,,,
217,Terrigenous sediment-dominated reef platform infilling: an unexpected precursor to reef island formation and a test of the reef platform size island age model in the Pacific,CORAL REEFS,2017,1,10.1007/s00338-017-1592-7,Field-based,"Univ Exeter, Coll Life & Environm Sci, Geog, Exeter EX4 4RJ, Devon",United Kingdom,,,Australia,,,
218,"Marine protected areas increase temporal stability of community structure, but not density or diversity, of tropical seagrass fish communities",PLOS ONE,2017,0,10.1371/journal.pone.0183999,Field-based,"Stockholm Univ, Dept Ecol Environm & Plant Sci, Stockholm",Sweden,,,"Tanzania, United Republic Of",,,
221,"Community- and government-managed marine protected areas increase fish size, biomass and potential value",PLOS ONE,2017,2,10.1371/journal.pone.0182342,Field-based,"Stockholm Univ, Dept Ecol Environm & Plant Sci DEEP, Stockholm",Sweden,,,Kenya,,,
228,"Understanding spearfishing in a coral reef fishery: Fishers' opportunities, constraints, and decision-making",PLOS ONE,2017,1,10.1371/journal.pone.0181617,Field-based,"Dartmouth Coll, Environm Studies Program, Hanover",United States,,,Dominican Republic,,,
235,Motorboat noise impacts parental behaviour and offspring survival in a reef fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,10,10.1098/rspb.2017.0143,Field-based,"Univ Bristol, Sch Biol Sci, Life Sci Bldg,24 Tyndall Ave, Bristol BS8 1TQ, Avon, Univ Exeter, Coll Life & Environm Sci, Biosci, Stocker Rd, Exeter EX4 4QD, Devon",United Kingdom,,,Australia,,,
237,Consistency in the supply of larval fishes among coral reefs in French Polynesia,PLOS ONE,2017,1,10.1371/journal.pone.0178795,Field-based,"PSL Res Univ, UPVD, CNRS, USR 3278,CRIOBE,EPHE, Moorea, French Polynesi, UPMC, CNRS, UMR 7232, Observ Oceanol Banyuls Sur Mer, Banyuls Sur Mer",France,,,French Polynesia,,,
239,"El Nino, echinoid bioerosion and recovery potential of an isolated Galapagos coral reef: a modeling perspective",MARINE BIOLOGY,2017,1,10.1007/s00227-017-3175-0,Field-based,"Crane Country Day Sch, 1795 San Leandro Lane, Santa Barbara",United States,,,Ecuador,,,
242,40 Years of benthic community change on the Caribbean reefs of Curacao and Bonaire: the rise of slimy cyanobacterial mats,CORAL REEFS,2017,21,10.1007/s00338-016-1534-9,Field-based,"NIOZ Royal Netherlands Inst Sea Res, Marine Microbiol & Biogeochem, POB 59, NL-1790 AB Den Burg, Texel, Univ Utrecht, POB 59, NL-1790 AB Den Burg, Texel, Wageningen UR, Wageningen Marine Res, POB 57, NL-1780 AB Den Helder",Netherlands,,,"Bonaire, Sint Eustatius, Saba",,,
242,40 Years of benthic community change on the Caribbean reefs of Curacao and Bonaire: the rise of slimy cyanobacterial mats,CORAL REEFS,2017,21,10.1007/s00338-016-1534-9,Field-based,"NIOZ Royal Netherlands Inst Sea Res, Marine Microbiol & Biogeochem, POB 59, NL-1790 AB Den Burg, Texel, Univ Utrecht, POB 59, NL-1790 AB Den Burg, Texel, Wageningen UR, Wageningen Marine Res, POB 57, NL-1780 AB Den Helder",Netherlands,,,Curacao,,,
245,Are mesophotic coral ecosystems distinct communities and can they serve as refugia for shallow reefs?,CORAL REEFS,2017,11,10.1007/s00338-016-1530-0,Field-based,"Univ Maryland, Dept Biol, College Pk",United States,,,Mexico,,,
249,"Relationships between structural complexity, coral traits, and reef fish assemblages",CORAL REEFS,2017,25,10.1007/s00338-017-1539-z,Field-based,"Univ Toronto, Dept Ecol & Evolutionary Biol, Toronto, ON M5S 3B2, Wildlife Conservat Soc, Marine Program, Bronx","Canada, United States",,LGA,Australia,,,
249,"Relationships between structural complexity, coral traits, and reef fish assemblages",CORAL REEFS,2017,25,10.1007/s00338-017-1539-z,Field-based,"Univ Toronto, Dept Ecol & Evolutionary Biol, Toronto, ON M5S 3B2, Wildlife Conservat Soc, Marine Program, Bronx","Canada, United States",,LGA,Maldives,,,
249,"Relationships between structural complexity, coral traits, and reef fish assemblages",CORAL REEFS,2017,25,10.1007/s00338-017-1539-z,Field-based,"Univ Toronto, Dept Ecol & Evolutionary Biol, Toronto, ON M5S 3B2, Wildlife Conservat Soc, Marine Program, Bronx","Canada, United States",,LGA,Seychelles,,,
249,"Relationships between structural complexity, coral traits, and reef fish assemblages",CORAL REEFS,2017,25,10.1007/s00338-017-1539-z,Field-based,"Univ Toronto, Dept Ecol & Evolutionary Biol, Toronto, ON M5S 3B2, Wildlife Conservat Soc, Marine Program, Bronx","Canada, United States",,LGA,United Kingdom,,,
250,Hydroacoustics for the discovery and quantification of Nassau grouper (Epinephelus striatus) spawning aggregations,CORAL REEFS,2017,2,10.1007/s00338-017-1542-4,Field-based,"Bangor Univ, Sch Ocean Sci, Menai Bridge, Gwynedd",Wales,,,Cayman Islands,,,
254,Temperate macroalgae impacts tropical fish recruitment at forefronts of range expansion,CORAL REEFS,2017,1,10.1007/s00338-017-1553-1,Field-based,"Univ Technol Sydney, Sch Life Sci, POB 123, Ultimo, NSW 2007",Australia,,,Japan,,,
256,Considering reefscape configuration and composition in biophysical models advance seascape genetics,PLOS ONE,2017,2,10.1371/journal.pone.0178239,Field-based,"Univ La Reunion, UMR ENTROPIE 9220, CNRS, Lab Excellence CORAIL,Ctr IRD Noumea,Inst Rech De, Noumea, Univ Polynesie Francaise, UMR EIO 241, Lab Excellence CORAIL, Faaa, French Polynesi","New Caledonia, French Polynesia",,NOU,New Caledonia,,,
256,Considering reefscape configuration and composition in biophysical models advance seascape genetics,PLOS ONE,2017,2,10.1371/journal.pone.0178239,Field-based,"Univ La Reunion, UMR ENTROPIE 9220, CNRS, Lab Excellence CORAIL,Ctr IRD Noumea,Inst Rech De, Noumea, Univ Polynesie Francaise, UMR EIO 241, Lab Excellence CORAIL, Faaa, French Polynesi","New Caledonia, French Polynesia",,NOU,Vanuatu,,,
258,"Atoll-scale patterns in coral reef community structure: Human signatures on Ulithi Atoll, Micronesia",PLOS ONE,2017,2,10.1371/journal.pone.0177083,Field-based,"Cabrillo Coll, Dept Biol, Aptos, Ocean Soc, Ross, One People One Reef, Santa Cruz",United States,,SPC,"Micronesia, Federated States of",,,
259,Tectus (Trochus) niloticus search for suitable habitats can cause equivocal benefits of protection in village-based marine reserves,PLOS ONE,2017,1,10.1371/journal.pone.0176922,Field-based,"IRD, UMR ENTROPIE 9220, Noumea, Lab Excellence LABEX Corail, Perpignan","New Caledonia, France",,NOU,Vanuatu,,,
260,Social interactions among grazing reef fish drive material flux in a coral reef ecosystem,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2017,4,10.1073/pnas.1615652114,Field-based,"Univ Calif Davis, Dept Environm Sci & Policy, Davis",United States,,,French Polynesia,,,
262,Vulnerability of spawning aggregations of a coastal marine fish to a small-scale fishery,MARINE BIOLOGY,2017,0,10.1007/s00227-017-3135-8,Field-based,"Univ Texas Austin, Dept Marine Sci, 750 Channel View Dr, Austin",United States,,,Mexico,,,
272,Exploring social-ecological dynamics of a coral reef resource system using participatory modeling and empirical data,MARINE POLICY,2017,3,10.1016/j.marpol.2017.01.014,Field-based,"USR 3278 CNRS EPHE UPVD, CRIOBE, Natl Ctr Sci Res, Perpignan",France,,,French Polynesia,,,
277,Marine aquarium trade in India: Challenges and opportunities for conservation and policy,MARINE POLICY,2017,7,10.1016/j.marpol.2016.12.020,Field-based,"Clemson Univ, Dept Biol Sci, Clemson, Sathyabama Univ, Ctr Climate Change Studies, Rajiv Gandhi Salai, Chennai 600119, Tamil Nadu","United States, India",,,India,,,
282,The relative influence of abundance and priority effects on colonization success in a coral-reef fish,CORAL REEFS,2017,3,10.1007/s00338-016-1503-3,Field-based,"Dept Conservat, Wellington, Victoria Univ Wellington, Sch Biol Sci, Wellington",New Zealand,,,Australia,,,
290,Size matters: Predator outbreaks threaten foundation species in small Marine Protected Areas,PLOS ONE,2017,6,10.1371/journal.pone.0171569,Field-based,"Georgia Inst Technol, Sch Biol Sci, Atlanta",United States,,,Fiji,,,
292,SCUBA divers above the waterline: Using participatory mapping of coral reef conditions to inform reef management,MARINE POLICY,2017,2,10.1016/j.marpol.2016.11.003,Field-based,"Natl Ocean Serv, Natl Ctr Coastal Ocean Sci, NOAA, Hollings Marine Lab, 331 Ft Johnson Rd, Charleston",United States,,,United States Virgin Islands,,,
294,"Small Marine Protected Areas in Fiji Provide Refuge for Reef Fish Assemblages, Feeding Groups, and Corals",PLOS ONE,2017,9,10.1371/journal.pone.0170638,Field-based,"Georgia Inst Technol, Aquat Chem Ecol Ctr, Atlanta, Georgia Inst Technol, Sch Biol, Atlanta, Univ Sao Paulo, Inst Biociencias, Dept Ecol, Sao Paulo, SP","United States, Brazil",,,Fiji,,,
296,Drivers and predictions of coral reef carbonate budget trajectories,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,9,10.1098/rspb.2016.2533,Field-based,"Univ Exeter, Coll Life & Environm Sci, Geog, Exeter, Devon, Univ Montpellier 2, UM2, CNRS, UMR 248,MARBEC,UMR250,ENTROPIE,IRD,IFREMER,UM1, Montpellier","United Kingdom, France",,,Seychelles,,,
299,Bluespine unicornfish (Naso unicornis) are both natural control agents and mobile vectors for invasive algae in a Hawaiian Marine Reserve,MARINE BIOLOGY,2017,3,10.1007/s00227-016-3049-x,Field-based,"James Cook Univ, Coll Sci & Engn, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld",Australia,,TSV,United States,,,
302,Mesophotic Depth Gradients Impact Reef Fish Assemblage Composition and Functional Group Partitioning in the Main Hawaiian Islands,FRONTIERS IN MARINE SCIENCE,2017,3,10.3389/fmars.2017.00098,Field-based,"Curtin Univ, Dept Environm & Agr, Perth, WA, NOAA, Coral Reef Ecosyst Program, Ecosyst Sci Div, Pacific Isl Fisheries Sci Ctr, Honolulu, Univ Hawaii Manoa, Joint Inst Marine & Atmospher Res, Honolulu","Australia, United States",,,United States,,,
303,In situ Response of Tropical Coralline Algae to a Novel Thermal Regime,FRONTIERS IN MARINE SCIENCE,2017,0,10.3389/fmars.2017.00212,Field-based,"Queens Univ Belfast, Sch Biol Sci, Belfast, Antrim",North Ireland,,,Egypt,,,
306,Ocean Acidification Changes Abiotic Processes but Not Biotic Processes in Coral Reef Sediments,FRONTIERS IN MARINE SCIENCE,2017,0,10.3389/fmars.2017.00073,Field-based,"Max Planck Inst Marine Microbiol, Microsensor Grp, Bremen",Germany,,,Australia,,,
308,"Fishers' Perceived Objectives of Community-Based Coastal Resource Management in the Kei Islands, Indonesia",FRONTIERS IN MARINE SCIENCE,2017,3,10.3389/fmars.2017.00141,Field-based,"Oceans & Atmosphere CSIRO, Hobart, Tas, Univ Tasmania, Tasmanian Sch Business & Econ, Hobart, Tas",Australia,,,Indonesia,,,
309,"Sediment Composition and Facies of Coral Reef Islands in the Spermonde Archipelago, Indonesia",FRONTIERS IN MARINE SCIENCE,2017,1,10.3389/fmars.2017.00144,Field-based,"Ctr Marine Environm Sci, Bremen, Leibniz Ctr Trop Marine Res, Bremen",Germany,,,Indonesia,,,
310,"Organisms Composing an Experimental Coral Reef Community from Mo'orea, French Polynesia, Exhibit Taxon-Specific Net Production: Net Calcification Ratios",FRONTIERS IN MARINE SCIENCE,2017,1,10.3389/fmars.2017.00298,Field-based,"Southern Cross Univ, Sch Environm Sci & Engn, Lismore, NSW",Australia,,,French Polynesia,,,
311,Heterogeneous Attitudes of Tourists toward Lionfish in the Mexican Caribbean: Implications for Invasive Species Management,FRONTIERS IN MARINE SCIENCE,2017,0,10.3389/fmars.2017.00138,Field-based,"ECOCIMATI AC, Ensenada, Baja California, Simon Fraser Univ, Dept Biol Sci, Earth Ocean Res Grp, Burnaby, BC","Mexico, Canada",,YVR,Mexico,,,
313,"Plankton Respiration, Production, and Trophic State in Tropical Coastal and Shelf Waters Adjacent to Northern Australia",FRONTIERS IN MARINE SCIENCE,2017,2,10.3389/fmars.2017.00346,Field-based,"Australian Inst Marine Sci, Townsville, Qld",Australia,,TSV,Indonesia,,,
313,"Plankton Respiration, Production, and Trophic State in Tropical Coastal and Shelf Waters Adjacent to Northern Australia",FRONTIERS IN MARINE SCIENCE,2017,2,10.3389/fmars.2017.00346,Field-based,"Australian Inst Marine Sci, Townsville, Qld",Australia,,TSV,Papua New Guinea,,,
315,Nearshore Turbid-Zone Corals Exhibit High Bleaching Tolerance on the Great Barrier Reef Following the 2016 Ocean Warming Event,FRONTIERS IN MARINE SCIENCE,2017,12,10.3389/fmars.2017.00224,Field-based,"Univ Exeter, Coll Life & Environm Sci, Sch Geog, Exeter, Devon",United Kingdom,,,Australia,,,
316,Participatory Boat Tracking Reveals Spatial Fishing Patterns in an Indonesian Artisanal Fishery,FRONTIERS IN MARINE SCIENCE,2017,1,10.3389/fmars.2017.00409,Field-based,"Escuela Super Politecn Litoral ESPOL, Fac Ciencias Vida, Ctr Agua & Desarrollo Sustentable, Guayaquil",Ecuador,,,Indonesia,,,
317,"Effects of Changing Weather, Oceanographic Conditions, and Land Uses on Spatio-Temporal Variation of Sedimentation Dynamics along Near-Shore Coral Reefs",FRONTIERS IN MARINE SCIENCE,2017,0,10.3389/fmars.2017.00249,Field-based,"Soc Ambiente Marino, San Juan, Univ Puerto Rico, Coral Reef Res Grp, Ctr Appl Trop Ecol & Conservat, San Juan, Univ Puerto Rico, Dept Environm Sci, San Juan",United States,,,Puerto Rico,,,
318,Net Community Metabolism and Seawater Carbonate Chemistry Scale Non-intuitively with Coral Cover,FRONTIERS IN MARINE SCIENCE,2017,3,10.3389/fmars.2017.00161,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, San Diego",United States,,,Bermuda,,,
319,Reef Habitat Type and Spatial Extent as Interacting Controls on Platform-Scale Carbonate Budgets,FRONTIERS IN MARINE SCIENCE,2017,3,10.3389/fmars.2017.00185,Field-based,"Univ Exeter, Coll Life & Environm Sci, Geog, Exeter, Devon",United Kingdom,,,Maldives,,,
323,"Small Scale Genetic Population Structure of Coral Reef Organisms in Spermonde Archipelago, Indonesia",FRONTIERS IN MARINE SCIENCE,2017,3,10.3389/fmars.2017.00294,Field-based,"Univ Bremen, Ctr Environm Res & Sustainable Technol UFT, Biotechnol & Mol Genet, Bremen",Germany,,,Indonesia,,,
324,"Mesophotic Coral Ecosystems: A Geoacoustically Derived Proxy for Habitat and Relative Diversity for the Leeward Shelf of Bonaire, Dutch Caribbean",FRONTIERS IN MARINE SCIENCE,2017,1,10.3389/fmars.2017.00051,Field-based,"Univ Delaware, Sch Marine Sci & Policy, Coll Earth Ocean & Environm, Robot Discovery Labs, Newark",United States,,,"Bonaire, Sint Eustatius, Saba",,,
328,Time Preferences and Natural Resource Extraction Behavior: An Experimental Study from Artisanal Fisheries in Zanzibar,PLOS ONE,2016,2,10.1371/journal.pone.0168898,Field-based,"Jacobs Univ, Bremen, Leibniz Ctr Trop Marine Ecol Zmt, Bremen, Univ Osnabruck, Inst Umweltsyst Forsch, Osnabruck",Germany,,,"Tanzania, United Republic Of",,,
330,Unexpected high vulnerability of functions in wilderness areas: evidence from coral reef fishes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,8,10.1098/rspb.2016.0128,Field-based,"Inst Rech Dev, ENTROPIE, UMR IRD UR CNRS 9220, Lab Excellence LABEX CORAIL, BP A5, Noumea 98848, Univ Montpellier, MARBEC, UMR IRD CNRS UM IFREMER 9190, F-34095 Montpellier, Wildlife Conservat Soc, Marine Programs, 2300 Southern Blvd, Bronx","New Caledonia, France, United States",,NOU,Chagos,,,
330,Unexpected high vulnerability of functions in wilderness areas: evidence from coral reef fishes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,8,10.1098/rspb.2016.0128,Field-based,"Inst Rech Dev, ENTROPIE, UMR IRD UR CNRS 9220, Lab Excellence LABEX CORAIL, BP A5, Noumea 98848, Univ Montpellier, MARBEC, UMR IRD CNRS UM IFREMER 9190, F-34095 Montpellier, Wildlife Conservat Soc, Marine Programs, 2300 Southern Blvd, Bronx","New Caledonia, France, United States",,NOU,French Polynesia,,,
330,Unexpected high vulnerability of functions in wilderness areas: evidence from coral reef fishes,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,8,10.1098/rspb.2016.0128,Field-based,"Inst Rech Dev, ENTROPIE, UMR IRD UR CNRS 9220, Lab Excellence LABEX CORAIL, BP A5, Noumea 98848, Univ Montpellier, MARBEC, UMR IRD CNRS UM IFREMER 9190, F-34095 Montpellier, Wildlife Conservat Soc, Marine Programs, 2300 Southern Blvd, Bronx","New Caledonia, France, United States",,NOU,New Caledonia,,,
333,Multiple Factors Affect Socioeconomics and Wellbeing of Artisanal Sea Cucumber Fishers,PLOS ONE,2016,4,10.1371/journal.pone.0165633,Field-based,"Southern Cross Univ, Natl Marine Sci Ctr, Coffs Harbour, NSW",Australia,,,Fiji,,,
333,Multiple Factors Affect Socioeconomics and Wellbeing of Artisanal Sea Cucumber Fishers,PLOS ONE,2016,4,10.1371/journal.pone.0165633,Field-based,"Southern Cross Univ, Natl Marine Sci Ctr, Coffs Harbour, NSW",Australia,,,Kiribati,,,
333,Multiple Factors Affect Socioeconomics and Wellbeing of Artisanal Sea Cucumber Fishers,PLOS ONE,2016,4,10.1371/journal.pone.0165633,Field-based,"Southern Cross Univ, Natl Marine Sci Ctr, Coffs Harbour, NSW",Australia,,,New Caledonia,,,
